date,label,nb_hits,sum_time_spent,avg_page_load_time,bounce_rate,exit_rate,entrances,bounces
2025-02-14,blog,21,202.3,0.574,11.5%,30.0%,7,2
2025-02-14,faq,11,96.13,0.489,43.7%,17.1%,6,4
2025-02-14,pricing,6,69.76,0.685,21.0%,40.5%,6,1
2025-02-14,testimonials,4,36.45,0.647,63.4%,43.8%,2,2
2025-02-15,about,23,231.51,0.794,27.6%,30.8%,15,6
2025-02-15,contact,24,215.57,0.907,16.7%,32.9%,20,4
2025-02-15,home,38,276.08,1.056,42.6%,52.0%,32,16
2025-02-15,services,17,148.09,0.92,33.8%,18.7%,2,5
2025-02-15,blog,14,128.5,0.654,55.4%,15.5%,7,7
2025-02-15,faq,6,48.19,0.558,48.7%,37.3%,6,2
2025-02-15,pricing,7,71.75,0.92,50.7%,40.3%,6,3
2025-02-15,testimonials,3,21.44,0.55,17.4%,14.2%,1,0
2025-02-16,about,29,260.93,0.765,16.0%,47.7%,25,4
2025-02-16,contact,32,270.4,0.779,64.3%,16.4%,28,20
2025-02-16,home,53,473.65,0.807,25.0%,54.7%,30,13
2025-02-16,services,21,164.95,0.563,61.8%,36.3%,7,12
2025-02-16,blog,15,150.8,0.723,57.8%,35.7%,0,8
2025-02-16,faq,5,49.72,0.865,48.2%,56.9%,2,2
2025-02-16,pricing,9,92.86,0.686,14.2%,49.6%,9,1
2025-02-16,testimonials,1,8.87,1.122,30.6%,30.9%,1,0
2025-02-17,about,31,299.65,0.642,11.3%,52.8%,24,3
2025-02-17,contact,47,435.02,0.793,59.3%,31.7%,42,27
2025-02-17,home,71,694.93,0.334,50.7%,24.3%,56,35
2025-02-17,services,23,215.53,0.977,67.0%,59.9%,20,15
2025-02-17,blog,14,148.96,0.583,67.1%,13.9%,13,9
2025-02-17,faq,8,75.44,0.762,12.2%,21.0%,6,0
2025-02-17,pricing,8,67.56,0.847,36.8%,46.7%,4,2
2025-02-17,testimonials,8,71.84,0.579,16.4%,27.3%,1,1
2025-02-18,about,33,291.93,0.764,21.8%,10.8%,27,7
2025-02-18,contact,49,409.02,0.537,14.6%,44.8%,28,7
2025-02-18,home,66,674.19,0.957,13.6%,10.9%,52,8
2025-02-18,services,24,195.72,0.874,16.2%,45.5%,19,3
2025-02-18,blog,19,168.9,0.953,56.1%,39.6%,5,10
2025-02-18,faq,6,54.78,0.598,61.5%,46.8%,0,3
2025-02-18,pricing,10,108.93,0.998,63.6%,57.8%,10,6
2025-02-18,testimonials,1,7.86,0.658,69.2%,25.3%,0,0
2025-02-19,about,20,140.84,0.692,28.3%,58.8%,11,5
2025-02-19,contact,48,447.85,1.006,35.8%,42.1%,44,17
2025-02-19,home,69,681.8,1.113,37.0%,48.0%,10,25
2025-02-19,services,25,180.62,0.723,31.8%,28.7%,23,7
2025-02-19,blog,16,156.0,0.642,52.1%,58.3%,6,8
2025-02-19,faq,13,142.46,0.848,23.3%,27.1%,3,3
2025-02-19,pricing,7,68.24,0.732,21.9%,49.3%,5,1
2025-02-19,testimonials,6,62.36,0.845,50.2%,59.1%,2,3
2025-02-20,about,44,436.21,0.734,62.8%,47.9%,14,27
2025-02-20,contact,51,565.84,0.861,26.4%,41.3%,0,13
2025-02-20,home,75,680.13,0.766,47.8%,59.3%,66,35
2025-02-20,services,25,199.49,0.715,17.2%,45.0%,3,4
2025-02-20,blog,9,88.18,0.444,33.9%,43.7%,2,3
2025-02-20,faq,6,42.67,0.599,14.0%,54.8%,3,0
2025-02-20,pricing,9,95.63,0.748,53.3%,54.2%,9,4
2025-02-20,testimonials,2,13.38,0.88,54.1%,44.3%,0,1
2025-02-21,about,31,205.2,0.759,51.4%,38.3%,23,15
2025-02-21,contact,49,537.87,0.683,41.1%,45.2%,9,20
2025-02-21,home,60,507.63,0.697,61.6%,56.2%,38,36
2025-02-21,services,19,147.05,0.72,19.4%,44.2%,10,3
2025-02-21,blog,49,474.63,0.978,67.2%,35.6%,1,32
2025-02-21,faq,3,28.16,0.59,63.9%,49.7%,3,1
2025-02-21,pricing,5,37.02,0.876,61.6%,32.4%,4,3
2025-02-21,testimonials,4,24.56,1.082,35.7%,58.4%,2,1
2025-02-22,about,19,181.8,0.767,29.0%,42.7%,6,5
2025-02-22,contact,35,391.53,0.826,16.9%,56.4%,14,5
2025-02-22,home,37,355.71,0.753,64.9%,26.4%,17,24
2025-02-22,services,20,182.83,0.421,50.1%,11.3%,10,10
2025-02-22,blog,7,73.01,0.662,55.1%,20.4%,6,3
2025-02-22,faq,9,68.5,0.558,49.0%,47.8%,8,4
2025-02-22,pricing,3,20.72,0.873,22.5%,16.3%,2,0
2025-02-22,testimonials,6,44.02,0.746,67.5%,30.2%,3,4
2025-02-23,about,28,332.1,0.669,11.9%,39.3%,16,3
2025-02-23,contact,19,165.28,0.719,47.6%,38.3%,9,9
2025-02-23,home,37,403.3,0.925,29.5%,47.0%,18,10
2025-02-23,services,15,116.31,0.735,11.7%,15.6%,1,1
2025-02-23,blog,14,112.9,0.455,21.2%,15.6%,14,2
2025-02-23,faq,11,102.72,0.383,23.6%,39.0%,2,2
2025-02-23,pricing,4,34.1,0.639,55.8%,40.4%,0,2
2025-02-23,testimonials,3,23.91,0.93,37.2%,17.8%,3,1
2025-02-24,about,30,218.93,0.792,50.4%,39.8%,8,15
2025-02-24,contact,41,402.45,0.891,45.0%,30.2%,6,18
2025-02-24,home,61,654.18,0.485,61.7%,47.7%,24,37
2025-02-24,services,21,182.19,0.68,46.9%,51.9%,12,9
2025-02-24,blog,14,130.89,1.069,60.8%,35.9%,4,8
2025-02-24,faq,9,94.49,1.011,46.8%,35.5%,6,4
2025-02-24,pricing,11,111.11,0.986,25.9%,41.1%,2,2
2025-02-24,testimonials,6,53.39,0.519,57.1%,34.3%,3,3
2025-02-25,about,25,252.55,0.508,68.6%,15.6%,21,17
2025-02-25,contact,32,365.07,1.083,41.8%,48.1%,9,13
2025-02-25,home,75,582.14,0.878,62.8%,35.5%,0,47
2025-02-25,services,17,153.71,0.816,56.7%,48.8%,12,9
2025-02-25,blog,49,481.66,0.817,28.0%,59.5%,16,13
2025-02-25,faq,9,83.53,0.746,32.3%,12.0%,1,2
2025-02-25,pricing,6,54.8,0.822,47.1%,57.2%,2,2
2025-02-25,testimonials,7,72.15,0.746,34.3%,41.2%,7,2
2025-02-26,about,34,304.85,0.998,46.0%,14.8%,23,15
2025-02-26,contact,39,286.24,0.598,38.1%,59.5%,26,14
2025-02-26,home,60,588.82,0.638,46.9%,44.0%,21,28
2025-02-26,services,31,265.23,0.795,34.0%,33.0%,22,10
2025-02-26,blog,10,98.92,0.677,57.0%,15.6%,1,5
2025-02-26,faq,11,113.97,0.903,34.5%,44.6%,2,3
2025-02-26,pricing,8,78.69,0.582,61.3%,22.6%,1,4
2025-02-26,testimonials,5,39.88,1.03,48.0%,12.5%,3,2
2025-02-27,about,28,195.68,0.623,60.5%,12.5%,28,16
2025-02-27,contact,60,626.07,1.096,10.9%,47.4%,56,6
2025-02-27,home,60,411.77,0.758,55.3%,32.6%,19,33
2025-02-27,services,28,226.99,0.876,32.9%,39.3%,7,9
2025-02-27,blog,15,139.34,1.135,34.7%,23.4%,3,5
2025-02-27,faq,7,81.55,0.946,17.2%,16.1%,2,1
2025-02-27,pricing,5,40.57,1.049,68.7%,31.7%,0,3
2025-02-27,testimonials,8,70.58,0.663,10.9%,25.9%,7,0
2025-02-28,about,31,222.71,0.808,47.0%,17.8%,27,14
2025-02-28,contact,49,462.7,0.879,10.9%,50.8%,31,5
2025-02-28,home,61,569.65,0.719,62.3%,58.5%,26,37
2025-02-28,services,29,227.28,0.66,18.2%,37.6%,19,5
2025-02-28,blog,11,105.89,0.969,42.8%,30.0%,10,4
2025-02-28,faq,9,75.6,0.901,13.9%,46.9%,7,1
2025-02-28,pricing,10,90.73,1.066,53.1%,25.6%,4,5
2025-02-28,testimonials,9,100.69,0.816,36.0%,33.4%,1,3
2025-03-01,about,31,264.56,0.953,37.9%,54.8%,3,11
2025-03-01,contact,33,323.95,0.581,13.2%,25.7%,12,4
2025-03-01,home,40,430.88,0.825,13.0%,54.5%,4,5
2025-03-01,services,19,151.18,0.466,58.0%,25.3%,12,11
2025-03-01,blog,15,125.74,0.657,49.7%,40.7%,5,7
2025-03-01,faq,12,114.67,0.629,42.9%,34.7%,7,5
2025-03-01,pricing,4,36.98,0.853,59.3%,20.8%,4,2
2025-03-01,testimonials,6,47.17,0.773,11.9%,44.8%,6,0
2025-03-02,about,29,368.51,0.59,33.1%,16.3%,8,9
2025-03-02,contact,31,264.19,0.908,12.1%,23.1%,24,3
2025-03-02,home,42,442.11,0.842,53.3%,42.1%,8,22
2025-03-02,services,26,192.24,0.643,31.5%,55.7%,8,8
2025-03-02,blog,8,51.67,0.896,15.7%,18.2%,8,1
2025-03-02,faq,10,97.89,0.849,33.7%,19.0%,7,3
2025-03-02,pricing,12,106.19,0.821,39.0%,20.9%,1,4
2025-03-02,testimonials,2,21.59,0.646,27.7%,48.2%,0,0
2025-03-03,about,28,244.92,0.59,63.3%,22.6%,16,17
2025-03-03,contact,57,557.81,0.612,35.6%,39.6%,27,20
2025-03-03,home,65,526.73,0.717,33.4%,24.2%,18,21
2025-03-03,services,25,255.88,0.989,18.5%,53.9%,17,4
2025-03-03,blog,14,107.25,1.196,15.5%,55.8%,10,2
2025-03-03,faq,12,93.09,0.824,64.2%,55.4%,8,7
2025-03-03,pricing,6,54.63,0.806,65.9%,38.5%,6,3
2025-03-03,testimonials,8,74.59,0.729,20.5%,28.6%,8,1
2025-03-04,about,27,249.41,0.71,60.2%,28.7%,25,16
2025-03-04,contact,48,529.87,0.639,27.9%,37.1%,31,13
2025-03-04,home,66,653.31,0.835,27.9%,28.0%,16,18
2025-03-04,services,27,219.23,0.348,35.2%,18.9%,4,9
2025-03-04,blog,11,103.97,0.621,10.0%,10.9%,0,1
2025-03-04,faq,13,116.39,0.867,31.6%,24.6%,0,4
2025-03-04,pricing,8,92.11,0.763,55.9%,17.9%,7,4
2025-03-04,testimonials,5,46.31,0.299,69.8%,18.9%,5,3
2025-03-05,about,50,361.69,0.808,43.1%,17.2%,19,21
2025-03-05,contact,41,396.58,1.062,16.0%,57.3%,18,6
2025-03-05,home,57,600.04,0.541,65.1%,30.0%,50,37
2025-03-05,services,24,230.82,0.745,68.3%,49.3%,7,16
2025-03-05,blog,8,66.52,0.518,62.6%,36.4%,5,5
2025-03-05,faq,7,56.92,1.252,23.0%,26.7%,7,1
2025-03-05,pricing,8,56.96,0.843,67.9%,36.3%,4,5
2025-03-05,testimonials,8,69.08,0.674,28.7%,57.7%,2,2
2025-03-06,about,26,297.1,0.667,39.2%,31.3%,19,10
2025-03-06,contact,45,382.41,0.913,12.3%,52.4%,43,5
2025-03-06,home,55,526.77,1.073,50.2%,26.3%,47,27
2025-03-06,services,18,96.04,0.799,46.8%,12.8%,14,8
2025-03-06,blog,17,148.89,0.854,46.8%,30.0%,14,7
2025-03-06,faq,11,120.72,0.76,42.0%,26.9%,11,4
2025-03-06,pricing,5,38.3,0.579,41.7%,20.8%,4,2
2025-03-06,testimonials,2,16.93,0.655,36.6%,16.0%,2,0
2025-03-07,about,41,468.75,0.696,47.5%,21.9%,0,19
2025-03-07,contact,36,282.24,0.9,48.0%,12.6%,29,17
2025-03-07,home,73,646.79,0.656,61.0%,13.8%,22,44
2025-03-07,services,35,292.13,0.793,64.5%,35.9%,13,22
2025-03-07,blog,14,142.04,0.88,32.0%,12.2%,6,4
2025-03-07,faq,11,90.52,0.905,24.2%,53.8%,2,2
2025-03-07,pricing,10,90.91,0.871,62.0%,57.7%,3,6
2025-03-07,testimonials,1,8.12,0.65,28.3%,28.0%,1,0
2025-03-08,about,21,216.49,0.635,31.9%,46.3%,0,6
2025-03-08,contact,32,285.18,0.842,22.5%,55.6%,0,7
2025-03-08,home,35,315.77,0.877,65.7%,30.4%,2,22
2025-03-08,services,18,119.01,0.923,11.9%,51.0%,8,2
2025-03-08,blog,7,70.8,0.655,15.3%,29.1%,7,1
2025-03-08,faq,12,142.12,0.77,23.6%,10.2%,2,2
2025-03-08,pricing,7,54.91,0.938,68.6%,12.6%,4,4
2025-03-08,testimonials,2,20.22,0.991,48.1%,29.4%,2,0
2025-03-09,about,10,80.02,0.75,38.8%,46.4%,3,3
2025-03-09,contact,29,245.29,0.824,14.0%,37.6%,16,4
2025-03-09,home,39,334.16,1.0,65.5%,52.4%,25,25
2025-03-09,services,18,186.23,0.598,50.7%,27.7%,18,9
2025-03-09,blog,8,73.03,0.809,46.6%,45.8%,0,3
2025-03-09,faq,5,61.78,0.359,25.8%,42.1%,0,1
2025-03-09,pricing,4,28.62,0.718,43.7%,44.6%,2,1
2025-03-09,testimonials,6,62.32,0.422,62.1%,56.5%,4,3
2025-03-10,about,42,338.42,0.76,44.1%,37.9%,24,18
2025-03-10,contact,37,390.8,0.434,16.0%,25.3%,6,5
2025-03-10,home,60,635.07,0.88,18.9%,52.8%,25,11
2025-03-10,services,27,183.39,0.786,21.9%,57.0%,14,5
2025-03-10,blog,14,159.95,0.668,16.6%,23.5%,5,2
2025-03-10,faq,11,84.68,0.934,36.0%,42.3%,0,3
2025-03-10,pricing,9,73.82,1.326,53.7%,32.1%,1,4
2025-03-10,testimonials,2,17.11,0.781,21.2%,47.3%,2,0
2025-03-11,about,29,217.99,0.633,51.1%,19.3%,9,14
2025-03-11,contact,37,353.15,0.565,52.7%,25.9%,9,19
2025-03-11,home,62,440.69,0.502,36.8%,49.5%,44,22
2025-03-11,services,24,222.92,0.486,16.9%,37.5%,13,4
2025-03-11,blog,18,163.01,0.619,22.8%,36.8%,15,4
2025-03-11,faq,11,111.83,0.815,65.9%,35.6%,11,7
2025-03-11,pricing,7,51.15,1.054,44.3%,32.4%,3,3
2025-03-11,testimonials,7,51.8,0.636,33.1%,12.8%,0,2
2025-03-12,about,38,425.36,0.334,21.9%,31.5%,17,8
2025-03-12,contact,48,352.02,0.945,57.5%,39.6%,26,27
2025-03-12,home,59,556.77,0.952,54.3%,10.1%,47,32
2025-03-12,services,25,195.72,1.242,44.0%,55.0%,1,11
2025-03-12,blog,23,279.15,0.879,14.8%,34.7%,16,3
2025-03-12,faq,8,77.58,0.569,20.4%,13.2%,6,1
2025-03-12,pricing,14,120.01,0.955,67.1%,41.9%,3,9
2025-03-12,testimonials,1,8.88,0.967,14.7%,58.0%,1,0
2025-03-13,about,35,367.16,0.615,26.6%,45.7%,9,9
2025-03-13,contact,42,324.09,0.563,16.5%,56.8%,12,6
2025-03-13,home,55,455.93,0.548,39.5%,24.8%,8,21
2025-03-13,services,23,189.01,0.552,10.5%,47.9%,6,2
2025-03-13,blog,16,157.33,0.678,45.8%,54.7%,12,7
2025-03-13,faq,9,98.55,0.657,49.5%,39.1%,1,4
2025-03-13,pricing,7,65.59,0.759,44.3%,19.6%,5,3
2025-03-13,testimonials,1,7.82,0.845,56.9%,59.6%,0,0
2025-03-14,about,31,310.88,0.799,36.7%,43.1%,8,11
2025-03-14,contact,44,439.12,0.762,15.7%,28.5%,2,6
2025-03-14,home,53,588.64,0.849,30.0%,39.6%,17,15
2025-03-14,services,31,258.78,0.7,40.5%,16.2%,7,12
2025-03-14,blog,12,81.41,0.698,17.8%,52.9%,8,2
2025-03-14,faq,12,89.28,0.756,68.2%,59.2%,4,8
2025-03-14,pricing,5,46.66,0.916,63.2%,45.9%,0,3
2025-03-14,testimonials,5,41.84,1.054,21.3%,47.9%,3,1
2025-03-15,about,26,227.21,0.402,58.8%,57.7%,6,15
2025-03-15,contact,31,275.59,0.814,11.8%,56.7%,10,3
2025-03-15,home,45,346.72,0.84,69.7%,30.0%,23,31
2025-03-15,services,23,167.04,0.455,64.3%,18.0%,22,14
2025-03-15,blog,4,37.88,0.665,46.4%,28.0%,1,1
2025-03-15,faq,5,42.34,0.595,51.0%,21.4%,0,2
2025-03-15,pricing,9,94.49,0.847,57.4%,43.7%,7,5
2025-03-15,testimonials,3,32.65,1.05,60.9%,47.6%,1,1
2025-03-16,about,21,166.98,0.862,37.2%,34.6%,19,7
2025-03-16,contact,34,350.81,1.07,41.2%,44.1%,27,14
2025-03-16,home,34,340.62,0.479,42.8%,37.8%,28,14
2025-03-16,services,16,134.36,0.901,20.8%,10.8%,9,3
2025-03-16,blog,15,147.75,0.738,61.7%,18.2%,6,9
2025-03-16,faq,8,68.78,0.824,42.1%,25.1%,1,3
2025-03-16,pricing,5,40.2,0.902,47.9%,14.3%,5,2
2025-03-16,testimonials,4,34.77,1.014,44.9%,47.9%,1,1
2025-03-17,about,36,263.78,0.744,57.1%,16.1%,0,20
2025-03-17,contact,39,358.65,0.782,63.9%,15.1%,31,24
2025-03-17,home,70,634.35,0.543,35.0%,21.0%,45,24
2025-03-17,services,20,141.61,0.575,67.4%,49.5%,13,13
2025-03-17,blog,14,102.71,0.747,49.4%,49.3%,14,6
2025-03-17,faq,11,94.34,0.674,69.6%,43.9%,7,7
2025-03-17,pricing,7,62.88,0.616,59.2%,48.7%,4,4
2025-03-17,testimonials,4,44.74,0.904,21.4%,38.4%,3,0
2025-03-18,about,44,343.2,0.625,30.3%,15.4%,19,13
2025-03-18,contact,51,356.59,0.623,25.7%,21.1%,22,13
2025-03-18,home,66,470.74,0.894,25.8%,47.3%,65,16
2025-03-18,services,26,168.98,1.091,63.4%,25.1%,15,16
2025-03-18,blog,10,94.96,0.558,25.3%,22.9%,9,2
2025-03-18,faq,14,136.94,0.833,22.7%,13.0%,1,3
2025-03-18,pricing,4,45.75,0.528,67.8%,51.6%,2,2
2025-03-18,testimonials,1,8.58,0.786,53.6%,51.6%,1,0
2025-03-19,about,34,318.66,0.809,15.8%,24.3%,32,5
2025-03-19,contact,39,516.4,1.298,58.9%,47.7%,28,22
2025-03-19,home,55,570.72,1.042,57.9%,22.9%,11,31
2025-03-19,services,13,130.59,1.34,49.3%,36.4%,12,6
2025-03-19,blog,15,142.87,0.827,39.1%,33.3%,11,5
2025-03-19,faq,12,98.13,0.79,11.1%,32.0%,12,1
2025-03-19,pricing,8,77.37,1.037,60.3%,35.8%,7,4
2025-03-19,testimonials,4,28.07,0.872,12.9%,15.4%,0,0
2025-03-20,about,34,315.31,0.575,21.1%,11.9%,27,7
2025-03-20,contact,50,363.0,0.92,51.8%,25.5%,33,25
2025-03-20,home,52,436.53,1.101,61.7%,17.5%,26,32
2025-03-20,services,36,392.35,0.958,11.4%,57.9%,6,4
2025-03-20,blog,9,75.72,0.84,65.0%,47.1%,8,5
2025-03-20,faq,11,108.15,0.475,66.0%,11.7%,11,7
2025-03-20,pricing,8,58.25,1.128,46.5%,12.0%,2,3
2025-03-20,testimonials,5,40.25,0.728,16.2%,13.9%,3,0
2025-03-21,about,29,252.05,0.679,11.6%,37.7%,24,3
2025-03-21,contact,43,374.97,1.234,57.4%,55.8%,22,24
2025-03-21,home,62,538.48,0.87,56.4%,23.3%,8,34
2025-03-21,services,26,231.01,0.921,51.4%,38.7%,4,13
2025-03-21,blog,11,120.59,0.547,10.9%,13.2%,0,1
2025-03-21,faq,10,78.09,0.447,45.6%,53.2%,9,4
2025-03-21,pricing,23,249.78,0.839,58.1%,15.0%,3,13
2025-03-21,testimonials,3,21.7,1.112,50.4%,39.4%,2,1
2025-03-22,about,24,222.75,0.761,18.8%,54.6%,18,4
2025-03-22,contact,31,327.58,0.677,22.6%,37.3%,11,7
2025-03-22,home,50,358.49,0.57,33.0%,41.5%,29,16
2025-03-22,services,13,113.24,0.532,54.9%,24.1%,0,7
2025-03-22,blog,11,98.24,0.585,41.5%,45.1%,7,4
2025-03-22,faq,9,85.89,1.033,21.2%,37.1%,0,1
2025-03-22,pricing,20,140.99,0.774,18.5%,16.3%,2,3
2025-03-22,testimonials,5,35.42,0.982,11.7%,30.7%,5,0
2025-03-23,about,20,171.03,0.624,19.1%,22.9%,3,3
2025-03-23,contact,39,264.61,0.865,40.6%,36.0%,15,15
2025-03-23,home,45,397.71,0.777,48.4%,53.6%,23,21
2025-03-23,services,15,146.01,0.994,49.9%,45.0%,3,7
2025-03-23,blog,13,51.18,0.71,28.6%,53.5%,7,3
2025-03-23,faq,8,70.07,0.744,15.7%,25.8%,5,1
2025-03-23,pricing,6,53.9,0.582,37.7%,45.4%,2,2
2025-03-23,testimonials,1,10.17,0.985,43.9%,33.4%,0,0
2025-03-24,about,30,230.91,0.619,34.3%,45.1%,29,10
2025-03-24,contact,40,304.62,0.746,14.8%,17.8%,24,5
2025-03-24,home,70,751.32,0.739,68.9%,42.3%,38,48
2025-03-24,services,26,197.16,0.931,63.7%,56.4%,18,16
2025-03-24,blog,20,170.35,0.896,15.7%,32.0%,12,3
2025-03-24,faq,13,115.72,1.033,59.6%,50.9%,7,7
2025-03-24,pricing,8,76.02,0.733,31.5%,32.8%,8,2
2025-03-24,testimonials,8,91.27,0.895,42.3%,27.8%,6,3
2025-03-25,about,20,145.55,0.709,14.4%,21.3%,0,2
2025-03-25,contact,49,392.46,0.848,20.9%,33.8%,44,10
2025-03-25,home,71,729.01,0.86,50.7%,50.9%,47,36
2025-03-25,services,25,230.91,0.864,12.2%,28.9%,19,3
2025-03-25,blog,47,298.11,0.554,27.8%,17.6%,26,13
2025-03-25,faq,9,88.59,0.922,37.5%,11.9%,7,3
2025-03-25,pricing,6,42.43,0.737,31.8%,16.5%,6,1
2025-03-25,testimonials,2,16.09,0.959,44.9%,32.2%,2,0
2025-03-26,about,40,376.43,0.796,56.2%,58.1%,31,22
2025-03-26,contact,54,497.56,1.121,65.5%,51.3%,1,35
2025-03-26,home,67,465.81,0.793,49.7%,37.6%,4,33
2025-03-26,services,19,182.15,0.884,48.7%,28.3%,7,9
2025-03-26,blog,52,473.63,1.263,41.6%,56.3%,12,21
2025-03-26,faq,11,102.37,0.974,22.4%,23.1%,10,2
2025-03-26,pricing,26,303.0,0.397,58.0%,40.5%,22,15
2025-03-26,testimonials,3,28.98,1.019,43.4%,16.7%,2,1
2025-03-27,about,38,417.78,0.682,52.4%,12.0%,11,19
2025-03-27,contact,38,310.07,0.397,30.8%,41.4%,18,11
2025-03-27,home,59,417.87,0.57,35.5%,17.3%,41,20
2025-03-27,services,23,206.71,0.995,42.7%,57.8%,16,9
2025-03-27,blog,13,113.04,0.768,54.4%,48.5%,5,7
2025-03-27,faq,9,85.71,0.863,47.6%,56.1%,5,4
2025-03-27,pricing,7,73.24,0.758,43.6%,29.0%,6,3
2025-03-27,testimonials,3,24.96,0.905,29.7%,53.5%,3,0
2025-03-28,about,30,200.6,0.999,50.6%,57.4%,3,15
2025-03-28,contact,42,403.34,0.85,13.0%,36.2%,24,5
2025-03-28,home,64,542.8,0.874,13.8%,28.9%,39,8
2025-03-28,services,37,318.09,0.87,39.8%,27.4%,2,14
2025-03-28,blog,19,181.58,0.804,13.6%,34.4%,0,2
2025-03-28,faq,11,109.89,0.554,30.1%,56.0%,6,3
2025-03-28,pricing,8,79.06,0.888,25.4%,30.4%,5,2
2025-03-28,testimonials,6,44.27,0.694,30.9%,44.0%,0,1
2025-03-29,about,29,311.94,0.822,30.5%,26.8%,7,8
2025-03-29,contact,25,217.68,0.755,22.2%,15.6%,6,5
2025-03-29,home,40,381.05,0.554,15.4%,46.7%,39,6
2025-03-29,services,22,239.67,0.788,66.2%,59.5%,7,14
2025-03-29,blog,8,82.82,0.646,61.2%,48.9%,5,4
2025-03-29,faq,6,51.26,0.93,45.3%,44.0%,4,2
2025-03-29,pricing,5,47.18,0.879,21.4%,44.7%,5,1
2025-03-29,testimonials,4,31.45,0.518,62.9%,57.5%,4,2
2025-03-30,about,31,287.65,1.059,23.1%,37.1%,21,7
2025-03-30,contact,29,261.65,0.714,39.1%,32.1%,8,11
2025-03-30,home,48,351.48,0.822,42.3%,17.3%,15,20
2025-03-30,services,13,118.51,0.674,56.8%,15.8%,6,7
2025-03-30,blog,6,49.76,0.598,55.7%,57.7%,1,3
2025-03-30,faq,8,94.25,1.12,32.2%,27.6%,0,2
2025-03-30,pricing,4,36.44,0.671,28.4%,36.7%,4,1
2025-03-30,testimonials,5,35.39,0.65,64.9%,52.6%,5,3
2025-03-31,about,28,353.38,1.103,16.4%,58.2%,8,4
2025-03-31,contact,49,500.11,0.741,45.6%,50.3%,41,22
2025-03-31,home,54,355.43,1.134,39.5%,53.6%,14,21
2025-03-31,services,19,186.0,0.932,39.9%,23.7%,16,7
2025-03-31,blog,22,210.12,0.794,22.0%,13.3%,6,4
2025-03-31,faq,9,97.81,0.968,66.2%,58.0%,2,5
2025-03-31,pricing,12,98.86,0.963,21.2%,30.3%,6,2
2025-03-31,testimonials,5,45.81,0.716,17.9%,27.2%,3,0
2025-04-01,about,26,265.12,0.756,27.6%,47.7%,3,7
2025-04-01,contact,42,308.44,0.608,33.6%,16.6%,25,14
2025-04-01,home,71,629.94,0.949,50.2%,23.4%,19,35
2025-04-01,services,24,191.96,0.907,30.3%,21.2%,16,7
2025-04-01,blog,12,120.41,0.865,28.9%,20.8%,10,3
2025-04-01,faq,9,93.37,0.969,21.8%,33.4%,5,1
2025-04-01,pricing,6,45.22,0.646,65.4%,47.1%,5,3
2025-04-01,testimonials,3,33.45,0.661,56.5%,40.4%,3,1
2025-04-02,about,33,328.4,1.106,30.7%,24.1%,3,10
2025-04-02,contact,44,385.81,0.992,14.5%,57.3%,31,6
2025-04-02,home,64,458.35,0.827,10.5%,31.2%,59,6
2025-04-02,services,16,156.86,0.581,11.8%,24.6%,0,1
2025-04-02,blog,4,37.8,0.469,54.4%,40.3%,1,2
2025-04-02,faq,13,93.26,1.035,40.5%,43.7%,5,5
2025-04-02,pricing,8,106.74,0.824,30.3%,13.6%,1,2
2025-04-02,testimonials,6,45.93,0.723,69.9%,12.5%,5,4
2025-04-03,about,37,305.21,0.782,36.0%,43.7%,20,13
2025-04-03,contact,54,506.26,0.741,50.4%,22.1%,11,27
2025-04-03,home,66,569.78,0.632,56.6%,31.6%,32,37
2025-04-03,services,24,215.98,0.807,22.5%,18.1%,1,5
2025-04-03,blog,20,167.34,0.622,37.3%,36.7%,10,7
2025-04-03,faq,10,82.26,0.615,63.3%,38.0%,8,6
2025-04-03,pricing,6,43.94,0.964,40.0%,47.3%,4,2
2025-04-03,testimonials,10,102.49,0.906,48.1%,55.3%,7,4
2025-04-04,about,42,359.48,0.84,62.9%,25.2%,29,26
2025-04-04,contact,48,419.39,0.955,50.6%,46.4%,9,24
2025-04-04,home,62,505.56,0.335,62.1%,30.7%,1,38
2025-04-04,services,22,183.9,0.837,38.1%,43.1%,10,8
2025-04-04,blog,15,144.19,0.628,24.2%,31.9%,0,3
2025-04-04,faq,5,35.21,0.868,58.1%,47.7%,0,2
2025-04-04,pricing,7,61.73,0.73,14.6%,29.6%,6,1
2025-04-04,testimonials,6,72.96,0.482,46.3%,28.3%,5,2
2025-04-05,about,24,207.26,1.316,28.2%,38.0%,6,6
2025-04-05,contact,20,212.31,0.836,63.0%,13.5%,3,12
2025-04-05,home,43,385.26,0.646,38.1%,23.1%,28,16
2025-04-05,services,22,243.86,1.19,12.1%,35.7%,13,2
2025-04-05,blog,7,73.49,0.975,39.9%,54.9%,1,2
2025-04-05,faq,3,22.76,0.615,59.2%,45.5%,3,1
2025-04-05,pricing,4,35.02,0.686,14.7%,39.8%,1,0
2025-04-05,testimonials,4,27.1,0.923,30.0%,32.1%,4,1
2025-04-06,about,22,252.33,0.768,32.7%,53.5%,5,7
2025-04-06,contact,31,268.62,0.719,56.1%,38.1%,31,17
2025-04-06,home,33,300.86,1.109,10.6%,43.7%,17,3
2025-04-06,services,14,105.71,0.638,24.9%,28.9%,13,3
2025-04-06,blog,9,80.34,0.749,23.7%,17.9%,8,2
2025-04-06,faq,7,89.73,1.142,61.6%,14.9%,3,4
